CustomerID,Name,State,Education,Gender,Age,Married,NumPets,JoinDate,TransactionDate,MonthlySpend,DaysSinceLastInteraction
CUST10569,Brandon Castro,Illinois,Master,Non-Binary,35,Yes,2,2022-06-29,2022-07-15,478.98,1112
CUST10491,David Vazquez,Florida,Associate,Non-Binary,30,No,1,2024-06-11,2025-01-15,197.1,197
CUST10196,Kristin Pearson,Colorado,Master,Non-Binary,64,No,1,2022-11-30,2024-10-16,383.35,288
CUST10890,Lucas Smith,Colorado,High School,Female,26,No,1,2022-06-07,2022-08-01,277.17,1095
CUST10450,Denise Ray,Florida,Associate,Non-Binary,43,Yes,2,2023-11-13,2024-02-07,491.26,540
CUST10619,Henry Martinez,Colorado,High School,Male,37,No,0,2021-11-24,2024-10-09,224.84,295
CUST10492,Frank Wyatt,New York,PhD,Non-Binary,55,No,3,2022-11-21,2024-12-09,276.43,234
CUST10680,Samantha Johnson,Texas,PhD,Male,80,Yes,0,2022-10-05,2024-03-16,206.48,502
CUST10340,Elizabeth Phillips,California,Bachelor,Non-Binary,80,No,0,2020-08-30,2020-12-05,92.16,1699
CUST10535,Teresa Garcia,Georgia,High School,Female,28,No,0,2024-05-15,2024-06-13,638.8,413
CUST10407,Robert Anderson,Arizona,High School,Non-Binary,66,Yes,3,2021-09-18,2023-01-13,490.78,930
CUST10039,Nicole Sanchez,Florida,PhD,Non-Binary,65,Yes,1,2023-01-14,2024-11-20,252.9,253
CUST10631,Jennifer Durham,Ohio,Bachelor,Male,51,Yes,4,2024-03-21,2024-09-01,164.24,333
CUST10094,Dr. Clinton Lopez,Colorado,Bachelor,Female,54,No,2,2022-09-13,2023-11-21,306.91,618
CUST10158,Heather Brown,New York,Bachelor,Male,21,Yes,2,2021-12-06,2022-02-18,206.1,1259
CUST10842,Jordan Wilson,New York,Bachelor,Male,77,No,1,2024-06-05,2025-01-08,283.18,204
CUST10800,Michael Tate,Colorado,Associate,Male,39,Yes,0,2023-10-30,2024-04-19,419.7,468
CUST10757,Jennifer Wilcox,Colorado,Associate,Non-Binary,21,Yes,0,2024-06-01,2025-05-27,30.57,65
CUST10338,Charles Davis,Arizona,Master,Female,50,Yes,3,2023-07-14,2024-12-01,446.61,242
CUST10511,Tiffany Hayes,Colorado,Associate,Non-Binary,34,No,0,2022-04-26,2025-06-26,253.0,35
CUST10726,Mary King,Arizona,High School,Female,55,No,1,2020-11-12,2021-12-24,242.35,1315
CUST10018,Sara Wilson,Texas,High School,Non-Binary,53,No,1,2023-07-31,2024-09-24,48.4,310
CUST10420,Melissa Church,Arizona,Master,Female,64,Yes,0,2024-02-12,2024-08-04,771.19,361
CUST10713,Charles Travis,New York,PhD,Male,23,No,3,2023-10-08,2024-02-18,412.67,529
CUST10438,Natasha Buchanan,Illinois,High School,Non-Binary,48,Yes,0,2024-01-13,2025-06-29,234.69,32
CUST10434,Megan Hughes,Ohio,PhD,Male,24,Yes,2,2023-10-05,2024-04-27,540.8,460
CUST10452,Timothy Robertson,Ohio,High School,Non-Binary,51,Yes,0,2024-06-04,2025-06-05,358.59,56
CUST10245,Jennifer Luna,Georgia,Bachelor,Male,42,Yes,4,2021-07-18,2022-09-23,86.4,1042
CUST10400,Daniel Gregory,Colorado,Associate,Female,38,Yes,2,2022-09-20,2024-08-01,399.76,364
CUST10119,Kenneth Ponce,Ohio,High School,Male,38,No,0,2020-10-28,2021-05-21,193.78,1532
CUST10972,Meghan Oliver,Washington,Master,Female,41,Yes,0,2022-02-24,2022-12-09,375.69,965
CUST10184,Stephen Miller,Colorado,PhD,Male,62,Yes,0,2020-08-25,2021-09-28,63.88,1402
CUST10911,William Kelley,Florida,Associate,Male,35,No,1,2020-10-20,2021-03-19,217.61,1595
CUST10601,Eric Norris,New York,Bachelor,Male,67,Yes,2,2024-02-10,2024-06-16,230.21,410
CUST10149,Kayla Ortiz,Washington,PhD,Non-Binary,73,No,2,2022-11-09,2024-01-20,331.99,558
CUST10284,Diane Bowen,California,Associate,Non-Binary,20,No,1,2024-06-26,2024-06-26,119.69,400
CUST10841,Stephen Cooke,Texas,PhD,Female,55,Yes,2,2022-05-25,2024-10-07,98.66,297
CUST10838,Derek Salinas,Ohio,Associate,Non-Binary,62,Yes,1,2021-12-06,2023-03-15,941.42,869
CUST10226,Darren Bishop,Ohio,Associate,Male,64,Yes,1,2022-01-09,2024-11-27,140.72,246
CUST10476,Brad Jones,Illinois,Bachelor,Male,56,No,0,2024-01-21,2024-01-29,117.05,549
CUST10741,Dr. Erica Perez,California,Master,Male,73,No,0,2022-03-19,2025-05-23,161.95,69
CUST10070,Veronica Horn,Florida,Master,Female,80,No,0,2020-10-24,2023-10-16,209.64,654
CUST10202,Whitney Marshall,California,Bachelor,Non-Binary,37,No,2,2020-10-28,2025-01-01,87.12,211
CUST10502,Hannah Turner,Colorado,Bachelor,Male,30,No,4,2022-04-30,2023-05-12,422.72,811
CUST10628,Joseph Mcbride,Ohio,Master,Non-Binary,66,Yes,3,2024-01-27,2025-04-06,199.42,116
CUST10473,Christopher Daniels,Georgia,Associate,Male,63,No,2,2024-05-20,2024-12-25,192.06,218
CUST10896,Charles Love,Illinois,High School,Non-Binary,38,No,2,2022-10-17,2024-01-07,1076.49,571
CUST10447,Emily Conner,Florida,High School,Male,76,No,2,2022-06-14,2023-05-16,289.26,807
CUST10391,Melissa Patrick,Florida,PhD,Non-Binary,76,No,2,2021-06-08,2024-04-18,119.17,469
CUST10606,Patrick Peterson,Florida,Bachelor,Female,27,No,3,2022-09-14,2022-09-22,135.73,1043
CUST10041,Christine Johnson,Washington,High School,Female,75,Yes,1,2024-05-27,2025-01-14,141.14,198
CUST10507,William Patel,California,Associate,Female,72,No,1,2022-01-14,2024-11-16,454.03,257
CUST10521,Ms. Maria Garrett,Florida,High School,Female,23,Yes,1,2020-12-30,2025-03-06,785.32,147
CUST10568,Scott Weeks,New York,Associate,Female,62,No,0,2023-07-17,2025-05-08,153.45,84
CUST10255,Paul Smith,Florida,Master,Non-Binary,38,No,0,2022-03-20,2024-05-29,331.78,428
CUST10819,Philip Wilcox,Florida,Master,Male,39,Yes,2,2023-10-17,2024-12-14,75.89,229
CUST10490,Nathan Johnson,Arizona,High School,Male,27,No,2,2021-11-27,2021-12-09,107.94,1330
CUST10126,Charles Powers,Florida,Associate,Non-Binary,46,No,3,2022-10-12,2023-07-12,612.07,750
CUST10961,Charles Mayer,New York,Bachelor,Female,65,No,0,2021-09-04,2023-07-02,265.11,760
CUST10757,Jennifer Wilcox,Colorado,Associate,Non-Binary,21,Yes,0,2024-06-01,2025-02-11,135.14,170
CUST10196,Kristin Pearson,Colorado,Master,Non-Binary,64,No,1,2022-11-30,2024-05-06,173.22,451
CUST10054,Taylor Cook,California,Master,Male,40,Yes,0,2024-07-15,2024-08-15,330.47,350
CUST10416,Robin Baker,California,Associate,Female,40,Yes,1,2023-07-10,2025-07-29,288.86,2
CUST10691,John Velasquez,Ohio,Associate,Female,66,No,0,2021-11-22,2023-08-27,232.33,704
CUST10360,Michael Wright,Illinois,Associate,Non-Binary,18,Yes,1,2021-04-25,2024-07-10,320.28,386
CUST10284,Diane Bowen,California,Associate,Non-Binary,20,No,1,2024-06-26,2025-01-17,246.38,195
CUST10847,Rebecca Mitchell,Illinois,Bachelor,Non-Binary,42,Yes,2,2022-10-22,2024-10-12,298.55,292
CUST10234,Chelsea Reynolds,Illinois,Master,Non-Binary,73,Yes,1,2023-07-02,2025-07-18,32.63,13
CUST10475,Natalie Mitchell,California,Master,Non-Binary,24,No,2,2022-11-06,2025-02-26,221.35,155
CUST10386,Courtney Nelson,New York,High School,Male,71,No,2,2020-09-20,2023-03-10,163.73,874
CUST10865,Patrick Peters,Ohio,Master,Non-Binary,49,No,0,2022-10-01,2025-06-20,271.09,41
CUST10968,Bradley Blake,Ohio,PhD,Non-Binary,73,Yes,4,2023-07-07,2024-07-08,337.08,388
CUST10277,Jason Terry,Washington,Master,Male,60,Yes,0,2020-11-08,2020-12-22,464.55,1682
CUST10399,Dr. Ryan Coleman,Texas,High School,Non-Binary,37,Yes,1,2020-11-24,2021-05-05,242.92,1548
CUST10120,Robert Gray,Colorado,Master,Male,77,No,2,2021-07-11,2025-03-13,492.04,140
CUST10341,Joseph Cox,Florida,Master,Male,35,No,3,2023-04-13,2024-07-18,343.35,378
CUST10631,Jennifer Durham,Ohio,Bachelor,Male,51,Yes,4,2024-03-21,2025-07-09,35.92,22
CUST10671,Michael Edwards,Illinois,Bachelor,Non-Binary,63,No,1,2022-03-30,2024-09-14,350.29,320
CUST10602,William Reed,Florida,High School,Female,69,No,0,2021-05-06,2024-10-24,567.69,280
CUST10662,Pamela Mckinney,Colorado,High School,Non-Binary,20,Yes,2,2024-02-10,2025-03-08,174.11,145
CUST10699,Brandi Olson,Georgia,Master,Female,79,No,4,2020-10-02,2022-03-10,566.86,1239
CUST10498,Derek Greene,Colorado,Associate,Non-Binary,52,No,1,2024-07-26,2024-11-21,817.98,252
CUST10678,Nancy Rogers,Ohio,High School,Male,40,Yes,0,2022-06-09,2023-09-21,422.72,679
CUST10007,Lori Murphy,Georgia,Associate,Female,22,No,2,2024-03-25,2025-01-09,81.28,203
CUST10866,Evelyn Bartlett,Georgia,Bachelor,Female,31,Yes,2,2021-11-19,2025-02-23,644.44,158
CUST10524,Cassie Ray,California,Bachelor,Non-Binary,46,No,0,2024-06-25,2024-10-15,168.28,289
CUST10964,Carla Johnson,Washington,PhD,Non-Binary,19,Yes,1,2023-08-04,2023-08-29,286.33,702
CUST10249,Randall Johnson,Arizona,PhD,Male,73,No,2,2023-10-14,2024-02-04,351.19,543
CUST10983,Sean Galloway,Colorado,High School,Non-Binary,66,Yes,1,2022-02-10,2025-06-23,232.49,38
CUST10963,Tyler Snyder,Colorado,Bachelor,Non-Binary,23,No,0,2021-06-12,2023-06-20,263.36,772
CUST10948,Patricia Koch,Texas,PhD,Male,28,Yes,2,2021-01-07,2023-01-06,759.44,937
CUST10151,Dawn Elliott,Arizona,High School,Male,41,No,2,2022-07-07,2024-02-22,173.62,525
CUST10421,Kimberly Matthews,California,Bachelor,Male,60,Yes,1,2021-07-17,2025-02-05,244.43,176
CUST10133,Brett Holloway,Washington,PhD,Non-Binary,49,Yes,4,2022-03-16,2025-04-22,190.32,100
CUST10218,Jason Austin,Ohio,PhD,Female,67,Yes,1,2023-03-02,2024-05-22,270.33,435
CUST10571,Frederick Chandler,New York,High School,Male,73,No,0,2021-07-13,2022-06-21,492.5,1136
CUST10977,Charles Harris,Ohio,Associate,Female,31,Yes,4,2021-03-12,2023-09-24,305.35,676
CUST10416,Robin Baker,California,Associate,Female,40,Yes,1,2023-07-10,2023-12-16,424.06,593
CUST10605,Cynthia Schroeder,Ohio,PhD,Non-Binary,33,No,4,2021-11-28,2022-02-17,75.26,1260
CUST10046,Melissa Davila,Georgia,Associate,Non-Binary,66,No,2,2023-12-21,2024-05-17,232.72,440
CUST10423,Danielle Miller,Arizona,PhD,Female,51,No,0,2023-05-31,2023-10-06,186.49,664
CUST10550,Derrick Daniel,Colorado,Bachelor,Male,77,No,2,2022-03-07,2022-04-15,222.83,1203
CUST10694,Lauren Williams,Ohio,PhD,Non-Binary,29,Yes,1,2023-06-18,2025-02-23,536.9,158
CUST10719,Christopher Williams,Ohio,High School,Female,49,Yes,2,2023-09-14,2025-05-07,471.71,85
CUST10642,Alyssa King,Colorado,Associate,Female,71,Yes,3,2023-01-04,2024-03-15,164.81,503
CUST10397,Jennifer Patel,Texas,Bachelor,Non-Binary,70,Yes,1,2023-03-17,2025-06-26,298.99,35
CUST10978,Kenneth Vang,Texas,Master,Non-Binary,75,No,0,2021-05-08,2021-12-23,271.85,1316
CUST10240,Travis Herring,Colorado,High School,Non-Binary,34,Yes,0,2024-07-02,2024-09-20,167.19,314
CUST10398,Teresa Gardner,Illinois,High School,Male,72,Yes,3,2023-12-01,2025-07-25,278.33,6
CUST10571,Frederick Chandler,New York,High School,Male,73,No,0,2021-07-13,2022-09-14,33.08,1051
CUST10487,Theresa Crawford,Georgia,PhD,Male,18,Yes,1,2023-11-04,2024-01-22,348.73,556
CUST10182,Donna Nichols DDS,Florida,Master,Non-Binary,78,No,3,2024-01-10,2025-03-06,311.42,147
CUST10203,Kim Bennett,Florida,High School,Female,43,No,0,2021-03-25,2024-08-10,424.77,355
CUST10648,Marcus Anderson,Florida,PhD,Non-Binary,19,No,1,2021-06-24,2022-06-07,612.06,1150
CUST10779,Tiffany Clements,Arizona,Master,Male,71,No,1,2021-07-23,2022-08-28,246.23,1068
CUST10780,James Ellis,Ohio,PhD,Male,77,No,2,2022-04-01,2024-08-06,680.65,359
CUST10692,Heidi Tucker,Florida,PhD,Female,68,No,2,2022-12-26,2024-05-09,133.56,448
CUST10397,Jennifer Patel,Texas,Bachelor,Non-Binary,70,Yes,1,2023-03-17,2024-10-06,145.12,298
CUST10131,Daniel Park,New York,PhD,Non-Binary,39,Yes,3,2022-10-29,2023-12-31,318.14,578
CUST10184,Stephen Miller,Colorado,PhD,Male,62,Yes,0,2020-08-25,2022-11-12,602.02,992
CUST10455,Maurice Cook,Illinois,Bachelor,Non-Binary,48,No,0,2021-11-17,2023-07-03,571.72,759
CUST10093,Samantha Wilson,Colorado,High School,Male,57,No,2,2021-03-16,2023-10-23,391.21,647
CUST10948,Patricia Koch,Texas,PhD,Male,28,Yes,2,2021-01-07,2021-08-23,127.05,1438
CUST10400,Daniel Gregory,Colorado,Associate,Female,38,Yes,2,2022-09-20,2025-04-05,76.56,117
CUST10000,Chloe Sanford,Colorado,Associate,Non-Binary,77,No,1,2024-07-04,2025-01-17,621.54,195
CUST10844,Nancy Wood,California,High School,Female,40,Yes,1,2023-04-02,2025-04-27,297.59,95
CUST10795,Jamie Gardner,Washington,Associate,Female,47,No,1,2020-11-12,2022-01-23,85.72,1285
CUST10849,Nicole Oliver,Georgia,Master,Male,29,No,2,2023-04-02,2023-05-26,355.48,797
CUST10167,Grant Gonzales,Ohio,Bachelor,Female,53,Yes,2,2023-02-25,2023-03-02,596.98,882
CUST10688,Christine Martinez,New York,Associate,Male,54,Yes,1,2024-02-24,2024-04-08,174.15,479
CUST10978,Kenneth Vang,Texas,Master,Non-Binary,75,No,0,2021-05-08,2024-03-27,243.34,491
CUST10088,Michael Brooks,California,Bachelor,Female,20,Yes,1,2024-02-16,2024-03-04,227.89,514
CUST10050,Marilyn Jackson,New York,Bachelor,Male,32,No,1,2024-06-22,2024-06-25,301.01,401
CUST10673,Michael Wilson,Georgia,PhD,Non-Binary,78,Yes,3,2021-03-23,2024-07-05,96.43,391
CUST10428,Tonya White,Colorado,High School,Male,41,No,2,2024-03-14,2024-10-09,548.65,295
CUST10995,Patrick Harris,California,Associate,Male,56,No,1,2023-04-13,2024-03-24,130.79,494
CUST10177,Dr. Regina King PhD,Texas,Associate,Female,58,Yes,0,2020-09-24,2020-10-03,378.65,1762
CUST10650,Phillip Taylor,Ohio,PhD,Non-Binary,70,Yes,1,2023-12-13,2025-06-17,147.86,44
CUST10118,Hannah Williams,New York,Master,Non-Binary,46,Yes,3,2020-11-19,2023-08-25,256.64,706
CUST10524,Cassie Ray,California,Bachelor,Non-Binary,46,No,0,2024-06-25,2024-12-02,158.4,241
CUST10405,Kimberly Quinn,Arizona,Bachelor,Male,25,Yes,0,2022-04-13,2025-01-15,415.99,197
CUST10737,Gary Ellis,Texas,Bachelor,Male,33,No,0,2020-11-20,2021-02-04,37.29,1638
CUST10318,Matthew Ruiz,Washington,Associate,Female,31,Yes,1,2021-08-09,2022-07-18,442.88,1109
CUST10762,Shannon Ross,Texas,Associate,Non-Binary,75,No,4,2023-03-22,2025-02-06,116.1,175
CUST10282,Jordan Tapia,Washington,High School,Non-Binary,41,Yes,2,2021-12-31,2022-09-17,354.78,1048
CUST10179,Michael King,California,Bachelor,Female,65,No,2,2024-07-06,2025-06-30,168.03,31
CUST10176,Phyllis Mason,California,PhD,Female,38,No,3,2021-05-02,2021-05-13,176.82,1540
CUST10386,Courtney Nelson,New York,High School,Male,71,No,2,2020-09-20,2023-04-17,612.08,836
CUST10996,Cody Harper,New York,High School,Female,62,No,2,2022-02-02,2023-02-11,194.89,901
CUST10886,Elizabeth Brown,Washington,Bachelor,Female,79,No,0,2022-09-05,2023-08-01,430.63,730
CUST10524,Cassie Ray,California,Bachelor,Non-Binary,46,No,0,2024-06-25,2024-10-14,571.65,290
CUST10708,Amber Boyer,Texas,Associate,Female,67,No,1,2021-07-09,2023-12-10,81.4,599
CUST10916,Morgan Smith,Texas,Associate,Non-Binary,74,No,3,2021-03-06,2024-05-14,1181.51,443
CUST10655,Tammy Stevens,Illinois,PhD,Female,80,No,0,2022-03-10,2024-05-08,187.02,449
CUST10725,John Tyler,Arizona,Bachelor,Female,69,No,2,2023-06-18,2024-12-10,260.19,233
CUST10889,Andrew Lopez,Colorado,High School,Male,27,No,2,2021-11-05,2022-07-30,319.4,1097
CUST10519,Angela Smith,Georgia,Associate,Male,25,No,0,2023-09-23,2023-11-15,116.03,624
CUST10689,Jonathan Tucker,Florida,PhD,Non-Binary,53,No,0,2021-07-06,2025-01-03,137.64,209
CUST10858,Lisa Wong,Arizona,Master,Female,75,Yes,2,2021-02-19,2023-05-09,489.08,814
CUST10214,Philip Taylor,California,High School,Male,46,No,1,2022-11-02,2023-06-21,130.21,771
CUST10406,Kimberly Huynh,California,Bachelor,Male,52,Yes,4,2021-08-24,2024-09-23,678.89,311
CUST10549,Brett Campbell,Colorado,Master,Male,22,No,3,2020-11-01,2021-12-22,84.87,1317
CUST10472,Heather Ferguson,Georgia,Master,Male,38,No,2,2024-03-20,2024-09-30,310.76,304
CUST10526,Walter Dean,Texas,Master,Male,68,Yes,1,2021-05-30,2023-07-28,325.58,734
CUST10843,Matthew Thompson,Ohio,High School,Non-Binary,56,No,2,2024-03-28,2024-05-20,195.35,437
CUST10993,Dawn Williams,Arizona,Associate,Male,39,Yes,0,2020-10-10,2020-11-19,510.2,1715
CUST10728,Barbara Baker,Florida,Associate,Male,60,Yes,1,2021-10-04,2023-10-04,255.35,666
CUST10668,Mary Hill,California,Associate,Non-Binary,23,Yes,1,2023-12-17,2025-02-24,170.14,157
CUST10836,Brandon Evans,Georgia,High School,Non-Binary,21,Yes,1,2023-03-18,2023-04-26,341.94,827
CUST10744,Robert Kelly,Florida,Associate,Non-Binary,78,Yes,2,2023-09-24,2023-11-15,635.31,624
CUST10734,Christine Baker,Ohio,Associate,Female,34,Yes,3,2022-08-05,2023-09-30,963.83,670
CUST10810,Richard Bailey,Illinois,High School,Non-Binary,77,Yes,0,2023-01-08,2024-08-06,124.35,359
CUST10058,Jennifer Anderson MD,Florida,PhD,Non-Binary,49,No,3,2021-10-20,2023-07-28,833.67,734
CUST10625,Jonathan Fernandez II,Ohio,Master,Male,72,No,3,2021-10-24,2022-03-28,554.76,1221
CUST10156,Daniel Mullins,Arizona,PhD,Non-Binary,63,No,0,2021-08-20,2021-11-24,345.18,1345
CUST10934,Wesley Dawson,Georgia,Bachelor,Male,33,No,0,2023-10-04,2024-03-10,291.55,508
CUST10612,Sophia Harrell,Georgia,High School,Male,30,No,0,2023-11-29,2025-02-26,128.43,155
CUST10817,Veronica Davidson,Ohio,PhD,Male,74,Yes,2,2022-12-15,2025-07-07,424.01,24
CUST10887,Jason James,Georgia,PhD,Female,66,No,0,2022-06-28,2023-06-13,291.93,779
CUST10477,Caleb Perry,Ohio,High School,Female,63,No,0,2022-12-27,2024-08-24,151.39,341
CUST10863,Sara Tanner,Texas,Bachelor,Female,64,Yes,2,2024-03-08,2025-07-29,141.14,2
CUST10450,Denise Ray,Florida,Associate,Non-Binary,43,Yes,2,2023-11-13,2024-11-23,95.8,250
CUST10673,Michael Wilson,Georgia,PhD,Non-Binary,78,Yes,3,2021-03-23,2024-12-21,133.9,222
CUST10693,Sarah Snyder,California,Master,Non-Binary,29,Yes,3,2021-07-04,2022-09-30,125.4,1035
CUST10019,Lisa Murray,New York,Bachelor,Non-Binary,70,No,0,2023-04-16,2024-02-13,392.53,534
CUST10004,Randy Richardson,Ohio,Associate,Non-Binary,68,No,1,2022-08-01,2024-09-11,424.05,323
CUST10351,Terri Newman,Georgia,Master,Non-Binary,51,No,1,2020-10-11,2023-04-09,335.03,844
CUST10784,Connie Page,Georgia,High School,Female,51,No,0,2023-10-30,2025-03-29,244.76,124
CUST10101,Melissa Flores,Georgia,Master,Non-Binary,78,No,2,2023-01-06,2025-03-23,386.64,130
CUST10638,Douglas Moore,Arizona,Master,Female,80,No,0,2022-02-19,2022-12-27,123.44,947
CUST10995,Patrick Harris,California,Associate,Male,56,No,1,2023-04-13,2024-02-09,85.73,538
CUST10855,Samantha Burns,Florida,Bachelor,Female,79,No,2,2020-10-18,2022-10-28,115.55,1007
CUST10979,Carol Paul,Illinois,PhD,Female,55,Yes,1,2022-03-05,2022-06-12,223.93,1145
CUST10419,Gina Klein,Arizona,Bachelor,Male,36,No,2,2020-11-28,2022-05-14,168.77,1174
CUST10004,Randy Richardson,Ohio,Associate,Non-Binary,68,No,1,2022-08-01,2023-01-02,796.54,941
CUST10113,Sean Mathews,Arizona,Associate,Non-Binary,65,No,1,2023-07-17,2025-03-01,172.46,152
CUST10544,Todd Allen,Arizona,Master,Male,32,No,0,2020-08-03,2024-12-25,245.37,218
CUST10325,Valerie Shelton,New York,Associate,Male,21,No,0,2022-03-17,2023-04-30,162.78,823
CUST10995,Patrick Harris,California,Associate,Male,56,No,1,2023-04-13,2024-09-07,306.46,327
CUST10846,Donna Carlson,Georgia,Master,Female,50,Yes,1,2022-01-12,2024-12-01,350.93,242
CUST10246,Michael Wilson,New York,High School,Non-Binary,78,No,1,2023-12-29,2025-05-01,608.24,91
CUST10218,Jason Austin,Ohio,PhD,Female,67,Yes,1,2023-03-02,2023-03-04,420.49,880
CUST10817,Veronica Davidson,Ohio,PhD,Male,74,Yes,2,2022-12-15,2023-01-16,511.16,927
CUST10085,Carmen Jones,Washington,Master,Non-Binary,27,Yes,2,2023-11-30,2024-06-09,66.24,417
CUST10177,Dr. Regina King PhD,Texas,Associate,Female,58,Yes,0,2020-09-24,2023-02-08,191.32,904
CUST10259,Nicholas Carter,Texas,High School,Non-Binary,32,Yes,3,2023-03-31,2023-06-22,220.99,770
CUST10477,Caleb Perry,Ohio,High School,Female,63,No,0,2022-12-27,2024-04-28,282.98,459
CUST10562,Dustin Bell,Florida,High School,Male,19,Yes,1,2024-04-12,2024-08-27,366.07,338
CUST10972,Meghan Oliver,Washington,Master,Female,41,Yes,0,2022-02-24,2023-03-25,451.63,859
CUST10223,Mr. Jason Jones,Washington,High School,Female,20,No,1,2020-12-03,2025-06-04,170.57,57
CUST10350,Haley Herring,New York,High School,Male,33,No,2,2023-07-02,2024-01-06,287.01,572
CUST10902,Matthew Knox,Florida,High School,Male,32,Yes,0,2024-07-27,2025-06-07,336.75,54
CUST10161,Barbara Jones,Ohio,High School,Male,54,Yes,1,2024-04-21,2025-04-18,621.72,104
CUST10753,Alison Mccarthy,Georgia,Associate,Male,56,Yes,1,2021-02-25,2024-07-06,118.16,390
CUST10344,Jennifer Garcia,Washington,High School,Male,74,Yes,1,2020-11-22,2022-08-13,114.41,1083
CUST10881,Charles Roach,Illinois,Master,Non-Binary,63,Yes,2,2024-01-24,2024-02-29,193.61,518
CUST10163,Scott Mitchell,California,Associate,Non-Binary,28,Yes,2,2020-10-22,2023-03-22,26.78,862
CUST10488,Brooke Turner,California,Associate,Male,39,Yes,0,2023-03-10,2024-12-04,246.41,239
CUST10498,Derek Greene,Colorado,Associate,Non-Binary,52,No,1,2024-07-26,2024-11-03,203.34,270
CUST10388,Ronald Ramirez,Illinois,High School,Male,50,No,2,2022-05-24,2023-08-12,101.99,719
CUST10755,Alexander Martinez,Texas,Bachelor,Non-Binary,23,Yes,1,2022-04-15,2022-07-06,8.76,1121
CUST10106,Kenneth Martinez Jr.,Arizona,High School,Male,73,No,1,2024-05-29,2025-03-11,335.42,142
CUST10579,Johnathan Berry,Georgia,Associate,Female,78,Yes,1,2022-05-07,2024-05-22,174.49,435
CUST10906,Kenneth Smith,California,High School,Male,68,Yes,1,2022-05-02,2023-05-11,151.29,812
CUST10432,Tina Elliott,Washington,Master,Female,49,No,1,2024-05-19,2025-05-16,299.91,76
CUST10017,Kenneth Ferguson,Florida,High School,Male,74,No,1,2023-07-25,2025-06-28,116.85,33
CUST10573,Brandy Willis,Arizona,High School,Male,72,Yes,0,2020-08-02,2021-04-01,220.6,1582
CUST10352,Kevin Rowland,Texas,Associate,Female,20,No,1,2023-05-08,2025-01-12,111.64,200
CUST10776,Christopher Smith,Washington,Master,Male,60,Yes,0,2024-05-03,2024-10-15,362.52,289
CUST10643,Samuel Hobbs,Georgia,PhD,Female,66,No,3,2022-04-01,2022-10-14,444.37,1021
CUST10321,Micheal Davis,Texas,High School,Female,39,Yes,3,2023-12-30,2024-01-08,299.63,570
CUST10099,Danielle Huffman,New York,High School,Non-Binary,18,No,2,2021-12-09,2024-07-01,368.8,395
CUST10119,Kenneth Ponce,Ohio,High School,Male,38,No,0,2020-10-28,2023-08-11,239.13,720
CUST10751,Bonnie Buchanan,New York,Master,Male,26,No,1,2020-12-20,2023-06-20,793.23,772
CUST10875,Jennifer Morales,New York,Bachelor,Female,63,No,2,2023-06-25,2024-03-23,327.33,495
CUST10135,Deanna Payne,Ohio,Associate,Female,51,Yes,0,2023-11-11,2024-09-27,524.04,307
CUST10210,Jon Rich,Illinois,PhD,Non-Binary,34,No,3,2021-08-28,2023-03-30,276.77,854
CUST10904,Katie Riggs,Georgia,Associate,Non-Binary,76,No,1,2023-10-23,2024-05-04,149.17,453
CUST10931,Cathy Brown,Florida,Bachelor,Female,21,No,0,2022-01-21,2022-10-15,285.46,1020
CUST10569,Brandon Castro,Illinois,Master,Non-Binary,35,Yes,2,2022-06-29,2024-12-26,190.34,217
CUST10707,Steven Smith,Washington,Master,Non-Binary,74,No,0,2021-01-14,2025-04-23,292.34,99
CUST10219,Karen Johns,Texas,High School,Female,28,Yes,1,2021-12-06,2022-02-18,472.11,1259
CUST10249,Randall Johnson,Arizona,PhD,Male,73,No,2,2023-10-14,2024-12-17,195.57,226
CUST10003,Jeffrey Scott,Texas,Master,Non-Binary,41,Yes,1,2021-04-06,2023-03-23,573.34,861
CUST10793,Austin Willis,Arizona,PhD,Male,71,No,0,2024-04-02,2024-09-12,747.81,322
CUST10500,Sandra Matthews,Ohio,Master,Non-Binary,72,Yes,2,2023-01-20,2025-04-16,133.25,106
CUST10231,Carrie Williams,Ohio,PhD,Male,28,No,1,2020-10-08,2024-05-20,47.14,437
CUST10729,James Jackson,Illinois,Bachelor,Male,75,No,0,2024-02-08,2024-06-11,277.67,415
CUST10507,William Patel,California,Associate,Female,72,No,1,2022-01-14,2023-05-06,468.45,817
CUST10423,Danielle Miller,Arizona,PhD,Female,51,No,0,2023-05-31,2023-06-14,636.61,778
CUST10367,Daniel Thompson,Illinois,High School,Male,38,No,3,2023-03-26,2024-09-27,81.85,307
CUST10270,Stephen Rodriguez,Colorado,Associate,Female,42,Yes,0,2020-12-12,2023-09-16,347.39,684
CUST10832,Candace Green,New York,Master,Female,73,No,1,2020-09-19,2020-11-05,397.72,1729
CUST10490,Nathan Johnson,Arizona,High School,Male,27,No,2,2021-11-27,2023-07-08,206.86,754
CUST10590,Nicholas Gilmore,Ohio,Master,Non-Binary,37,No,0,2021-09-24,2024-02-22,260.91,525
CUST10873,Heather Strong,Arizona,High School,Male,19,Yes,3,2022-12-14,2024-02-03,110.09,544
CUST10674,Robert Turner,Ohio,Associate,Female,78,No,1,2021-10-06,2022-11-26,318.54,978
